Citation,Article Title,DOI,Wetland name,System,Class,Regime,Artificial,CW Water Chem,CW Soil ,Additional Modifiers,Source,Number Pools,Landuse,Nutrient Event Sampling,Category,Data_year first year of sampling,Location,Watershed Area (km^2),Lat,Long,Frequency,Age (years),Years monitored,Surface.area,What is P measured in?,How,Load_method,Notes,Article Title,TPloading g.m2.y,%retention,TPretention g.m2.y,Wetland name,Wetland.name,clusters8
Diaz 2012,Agricultural pollutant removal by constructed wetlands: Implications for water management and design,,W7,Palustrine,Emergent,Intermittently Flooded,N,Alkaline,Mineral,,Runoff,,Agriculture,N,,2007,California,17.5,37.8,-121.6,weekly,3,1,173,Water,Constant,Constant,,Agricultural pollutant removal by constructed wetlands: Implications for water management and design,1.54,1.9,0.03,W7,W7,3
Diaz 2012,Agricultural pollutant removal by constructed wetlands: Implications for water management and design,,W3,Palustrine,Emergent,Permanently Flooded,N,Alkaline,Mineral,,Runoff,,Agriculture,N,,2007,California,1.6,39.4,-121.9,weekly,2,1,2.5,Water,Constant,Constant,,Agricultural pollutant removal by constructed wetlands: Implications for water management and design,6.53,4,0.26,W3,W3,3
Diaz 2012,Agricultural pollutant removal by constructed wetlands: Implications for water management and design,,W2,Palustrine,Emergent,Permanently Flooded,N,Alkaline,Mineral,,Runoff,,Agriculture,N,,2007,California,0.9,39.4,-121.9,weekly,2,1,2.3,Water,Constant,Constant,,Agricultural pollutant removal by constructed wetlands: Implications for water management and design,24.09,64.2,15.47,W2,W2,3
Diaz 2012,Agricultural pollutant removal by constructed wetlands: Implications for water management and design,,W4,Palustrine,Emergent,Permanently Flooded,N,Alkaline,Mineral,,Runoff,,Agriculture,N,,2007,California,11.6,39.4,-121.9,weekly,1,1,150,Water,Constant,Constant,,Agricultural pollutant removal by constructed wetlands: Implications for water management and design,2.22,25.9,0.57,W4,W4,3
Diaz 2012,Agricultural pollutant removal by constructed wetlands: Implications for water management and design,,W1,Palustrine,Emergent,Permanently Flooded,N,Alkaline,Mineral,,Runoff,,Agriculture,N,,2007,California,2.5,39.4,-121.9,weekly,1,1,4.5,Water,Constant,Constant,,Agricultural pollutant removal by constructed wetlands: Implications for water management and design,27.44,33.9,9.3,W1,W1,3
Dierberg 2021,Long-term sustainable phosphorus (P) retention in a low-P stormwater wetland for Everglades restoration,10.1016/j.scitotenv.2020.143386,STA-2 2001-2005,Palustrine,Aquatic Bed,Permanently Flooded,Y,No data,Mixed,,Runoff,N/A,Wetland,N,Flow through,2009,"US, Florida",NA,26.51058587,-80.58724096,sediment,5,5,3334,Sediment,NA,NA,"Repeat of another wetland at a later date, But this time data from both water and soil cores.",Long-term sustainable phosphorus (P) retention in a low-P stormwater wetland for Everglades restoration,NA,NA,1.13,STA-2 2001-2005,STA-2 2001-2005,2
Djerf 2023,Evaluation of treatment performance for one constructed wetland in a Swedish forest-A case study with emphasis on brownification mitigation,10.1016/j.ecoleng.2023.107056,??,Palustrine,Emergent,Seasonally Flooded,N,Acid,Mineral,,Runoff,1,Wetland,N,Flow through,2019,Sweden,,56.43984225,13.99267658,biweekly,13,1,1.2,Water,NA,NA,,Evaluation of treatment performance for one constructed wetland in a Swedish forest-A case study with emphasis on brownification mitigation,2.04,-8.8,-0.18,??,??,3
Djerf 2023,Evaluation of treatment performance for one constructed wetland in a Swedish forest-A case study with emphasis on brownification mitigation,,??,Palustrine,Emergent,Seasonally Flooded,N,Acid,Mineral,,Runoff,1,Wetland,N,Flow through,2019,Sweden,,56.43984225,13.99267658,biweekly,13,1,1.2,Water,NA,NA,,Evaluation of treatment performance for one constructed wetland in a Swedish forest-A case study with emphasis on brownification mitigation,NA,NA,NA,??,??,3
Dong 2011,Impact of Hydraulic Loading Rate and Season on Water Contaminant Reductions Within Integrated Constructed Wetlands,10.1007/s13157-011-0176-5,Glaslough ICW,Palustrine,Emergent,Permanently Flooded,N,No data,No data,WWT,Wastewater,5,Floodplain,N,Flow through,2008,Ireland,,54.31841743,-6.89389366,weekly,1,2,3.25,Water,Constant,Constant,THIS IS A REPEAT WETLAND. Make sure it's not the same data,Impact of Hydraulic Loading Rate and Season on Water Contaminant Reductions Within Integrated Constructed Wetlands,6.96,96.14,NA,Glaslough ICW,Glaslough ICW,1
Dunne 2005,An integrated constructed wetland to treat contaminants and nutrients from dairy farmyard dirty water,10.1016/j.ecoleng.2004.11.010,Dairy Farm Constructed Wetland,Palustrine,Emergent,Permanently Flooded,Y,No data,Organic,Pumped,Wastewater,4,Agriculture,N,Flow through,2001,Ireland,,52.29315776,-6.50237296,bimonthly,,2,0.48,Water,Flow-weighted concentrations,flow-weighted,,An integrated constructed wetland to treat contaminants and nutrients from dairy farmyard dirty water,NA,NA,NA,Dairy Farm Constructed Wetland,Dairy Farm Constructed Wetland,1
Dunne 2015,Phosphorus removal performance of a large-scale constructed treatment wetland receiving eutrophic lake water,10.1016/j.ecoleng.2015.02.003,Lake Apopka Marsh Flow-way,Palustrine,Scrub Shrub,Permanently Flooded,Y,No data,Organic,,Lake,4,Agriculture,N,Coastal,2003,"US, Florida",,28.68716995,-81.67658997,weekly,1,9,350,Water,Linear Interpolation,Linear Interpolation,"There is technically data for multiple years, but not enough to pick out which year is which...",Phosphorus removal performance of a large-scale constructed treatment wetland receiving eutrophic lake water,3.24,26,0.84,Lake Apopka Marsh Flow-way,Lake Apopka Marsh Flow-way,2
Dzakpasu 2015,Assessment of long-term phosphorus retention in an integrated constructed wetland treating domestic wastewater,10.1007/s11356-014-3350-5,Castle Leslie Estate,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,WWT,Wastewater,7,Urban,N,Flow through,2008,Ireland,NA,54.31845217,-6.893600374,daily,1,4,3.25,Water,ISCO,ISCO,Replicate of previous paper. This one looks like it has better data though. They collected flow but don't report it directly. They do have a figure we could probably strip it out of but it would be a lot of work.,Assessment of long-term phosphorus retention in an integrated constructed wetland treating domestic wastewater,16.4,92.68,15.2,Castle Leslie Estate,Castle Leslie Estate,1
Emmet 1994,THE IMPACT OF A RIPARIAN WETLAND ON STREAMWATER QUALITY IN A RECENTLY AFFORESTED UPLAND CATCHMENT,10.1016/0022-1694(94)90235-6,Central Llanbrynmair Wetland,Palustrine,Forested,Intermittently Exposed,N,Alkaline,Organic,,Stream/River,1,Wetland,N,Floodplain,1989,Wales,,52.40005889,-3.300021461,bimonthly,NA,2,52.8,Water,Constant,Constant,,THE IMPACT OF A RIPARIAN WETLAND ON STREAMWATER QUALITY IN A RECENTLY AFFORESTED UPLAND CATCHMENT,0.02,41.67,NA,Central Llanbrynmair Wetland,Central Llanbrynmair Wetland,2
Erler 2011,Observations of nitrogen and phosphorus biogeochemistry in a surface flow constructed wetland,10.1016/j.scitotenv.2011.08.052,Byron Bay Wetland,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,WWT,Wastewater,,Urban,Y,Flow through,2005,Australia,,-28.62946133,153.5761191,weekly,4,4,5.45,Water,NA,NA,,Observations of nitrogen and phosphorus biogeochemistry in a surface flow constructed wetland,40.82,51,20.82,Byron Bay Wetland,Byron Bay Wetland,1
Eskelinen 2015,Purification efficiency of a peatland-based treatment wetland during snowmelt and runoff events,,Peat extracted,Palustrine,Aquatic Bed,Permanently Flooded,Y,Neutral,Organic,Pumped,Runoff,1,Wetland,Pooled Samples (autosampler)),,2012,Finland,,64.87399,26.83219,daily,2,1,10.5,Water,ISCO,ISCO,,Purification efficiency of a peatland-based treatment wetland during snowmelt and runoff events,0.01,8,0,Peat extracted,Peat extracted,2
Fan 2011,Performance evaluation and phylogenic analysis of a full-scale subsurface cobble-bed biofilm system,10.1016/j.ecoleng.2010.12.003,Taiwan Municipal Biofilm System,Palustrine,Unconsolidated Bottom,Saturated,Y,Neutral,Mineral,WWT,Wastewater,,Urban,N,Flow through,2007,Taiwan,,25.06530731,121.6047053,seasonally,1,3,0.079,Water,NA,NA,,Performance evaluation and phylogenic analysis of a full-scale subsurface cobble-bed biofilm system,3.62,26,0.94,Taiwan Municipal Biofilm System,Taiwan Municipal Biofilm System,1
Faulkner 2011,Nutrient transport within three vegetative treatment areas receiving silage bunker runoff,10.1016/j.jenvman.2010.09.020,WNY,Palustrine,Emergent,Seasonally Flooded,N,No data,No data,WWT,Runoff,,Agriculture,N,Flow through,2007,"US, NY",,42.46019907,-79.01838508,monthly,3,1,0.0684,Water,Constant,Constant,,Nutrient transport within three vegetative treatment areas receiving silage bunker runoff,NA,NA,NA,WNY,WNY,3
Faulkner 2011,Nutrient transport within three vegetative treatment areas receiving silage bunker runoff,,CNY East,Palustrine,Emergent,Seasonally Flooded,N,No data,No data,WWT,Runoff,,Agriculture,N,Flow through,2007,"US, NY",,42.59989571,-76.14379794,monthly,2,1,0.0016,Water,Constant,Constant,,Nutrient transport within three vegetative treatment areas receiving silage bunker runoff,NA,NA,NA,CNY East,CNY East,3
Faulkner 2011,Nutrient transport within three vegetative treatment areas receiving silage bunker runoff,,CNY West,Palustrine,Emergent,Seasonally Flooded,N,No data,No data,WWT,Runoff,,Agriculture,N,Flow through,2007,"US, NY",,42.59989571,-76.14379794,monthly,2,1,0.0016,Water,Constant,Constant,,Nutrient transport within three vegetative treatment areas receiving silage bunker runoff,NA,NA,NA,CNY West,CNY West,3
Ferro 2018,Newly-established free water-surface constructed wetland to treat agricultural waters in the low-lying Venetian plain: Performance on nitrogen and phosphorus removal,10.1016/j.scitotenv.2018.05.193,FWS CW 2015,Palustrine,Emergent,Permanently Flooded,N,Alkaline,No data,,Runoff,5,Agriculture,Y,Flow through,2015,Italy,,45.16608318,12.06598927,monthly,1,2,2.4,Water,Event Sampling (then assume Constant,event,event samples taken,Newly-established free water-surface constructed wetland to treat agricultural waters in the low-lying Venetian plain: Performance on nitrogen and phosphorus removal,NA,NA,NA,FWS CW 2015,FWS CW 2015,3
Fink 2004,Seasonal and storm event nutrient removal by a created wetland in an agricultural watershed,10.1016/j.ecoleng.2004.11.004,Indian Lake Demonstration Wetland,Palustrine,Emergent,Permanently Flooded,N,No data,Mineral,,Runoff,6,Agriculture,N,Flow through,1998,"US, Ohio",0.17,40.47035137,-83.71217927,bimonthly,2,2,1.2,Water,Event Sampling (then assume Constant,event,ONE YEAR WITH ISCO FLOW ACTIVATED MONITORING. SOLID TABLE OF OTHER EXAMPLE WETLANDS. Also has a bit more error in its estimate but doesn't really report it in a way that's useful,Seasonal and storm event nutrient removal by a created wetland in an agricultural watershed,7.1,87.32,9.58,Indian Lake Demonstration Wetland,Indian Lake Demonstration Wetland,3
Fisher 2009,"Variation in nutrient removal in three wetland blocks in relation to vegetation composition, inflow nutrient concentration and hydraulic loading",10.1016/j.ecoleng.2009.05.009,IP,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,WWT,Wastewater,1,Agriculture,N,Flow through,2013,UK,,51.74168416,-2.401869902,weekly,12,1,0.2,Water,Constant,Constant,Not great data. Consider excluding,"Variation in nutrient removal in three wetland blocks in relation to vegetation composition, inflow nutrient concentration and hydraulic loading",523.81,2.1,11,IP,IP,1
Fisher 2009,"Variation in nutrient removal in three wetland blocks in relation to vegetation composition, inflow nutrient concentration and hydraulic loading",,Mixed,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,WWT,Wastewater,1,Agriculture,N,Flow through,2013,UK,,51.74168416,-2.401869902,weekly,12,1,0.225,Water,Constant,Constant,Not great data. Consider excluding,"Variation in nutrient removal in three wetland blocks in relation to vegetation composition, inflow nutrient concentration and hydraulic loading",674.33,2.9,19.56,Mixed,Mixed,1
Fisher 2009,"Variation in nutrient removal in three wetland blocks in relation to vegetation composition, inflow nutrient concentration and hydraulic loading",,PA,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,WWT,Wastewater,1,Agriculture,N,Flow through,2013,UK,,51.74168416,-2.401869902,weekly,12,1,0.1725,Water,Constant,Constant,Not great data. Consider excluding,"Variation in nutrient removal in three wetland blocks in relation to vegetation composition, inflow nutrient concentration and hydraulic loading",1399.3,0.29,4.06,PA,PA,1
Fu 2014,Nutrient mitigation capacity of agricultural drainage ditches in Tai lake basin,,Traditional Ditch,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,Pumped,Runoff,NA,Urban,N,Flow through,2013,China,,31.37653621,119.7304759,daily,1,1,0.024,Water,Daily Samples,ISCO,,Nutrient mitigation capacity of agricultural drainage ditches in Tai lake basin,24.5,9.2,2.25,Traditional Ditch,Traditional Ditch,1
Fu 2014,Nutrient mitigation capacity of agricultural drainage ditches in Tai lake basin,10.1016/j.ecoleng.2014.07.043,Constructed Ditch,Palustrine,Emergent,Permanently Flooded,Y,No data,No data,Pumped,Runoff,NA,Urban,N,Flow through,2013,China,,31.37653621,119.7304759,daily,1,1,0.024,Water,Daily Samples,ISCO,,Nutrient mitigation capacity of agricultural drainage ditches in Tai lake basin,25.13,26,6.53,Constructed Ditch,Constructed Ditch,1
Gao 2020,Annual study of hydraulic characteristics in surface flow constructed wetlands using hydrogen and oxygen stable isotope technology,10.1007/s11356-020-09122-3,Xiaomei river CW,Palustrine,Emergent,Permanently Flooded,Y,No data,,WWT,Wastewater,1,Floodplain,N,Flow through,2017,China,,36.67267,116.528,seasonally,6,1,1.4,Water,NA,NA,,Annual study of hydraulic characteristics in surface flow constructed wetlands using hydrogen and oxygen stable isotope technology,469.29,36.48,171.17,Xiaomei river CW,Xiaomei river CW,1
Gillespie 2018,Floodplain Trapping and Cycling Compared to Streambank Erosion of Sediment and Nutrients in an Agricultural Watershed,10.1111/1752-1688.12624,Smith Creek Site 1,Riverine - Lower Perennial,Floodplain meadow,Intermittently Flooded,N,Neutral,Mineral,,Stream/River,,Floodplain,N,Floodplain,2012,"US, Virginia",273,38.61995569,-78.67520591,sediment,NA,3,NA,Sediment,NA,NA,Resin cores,Floodplain Trapping and Cycling Compared to Streambank Erosion of Sediment and Nutrients in an Agricultural Watershed,NA,NA,3.84,Smith Creek Site 1,Smith Creek Site 1,4
Gordon 2021,"Reduction of nutrient loads from agricultural subsurface drainage water in a small, edge-of-field constructed treatment wetland",10.1016/j.ecoleng.2020.106128,Elm Creek Treatment Wetland,Palustrine,Emergent,Intermittently Flooded,N,No data,Mineral,,Runoff,,Agriculture,N,Flow through,2013,"US, Minnesota",0.101,43.75668596,-94.34387346,weekly,1,4,0.22,Water,Flow-weighted concentrations,flow-weighted,"Veg harvest as well, so technically higher P retention that is listed here","Reduction of nutrient loads from agricultural subsurface drainage water in a small, edge-of-field constructed treatment wetland",0.19,52,0.1,Elm Creek Treatment Wetland,Elm Creek Treatment Wetland,3
Griffiths 2020,Nutrient retention via sedimentation in a created urban stormwater treatment wetland,10.1016/j.scitotenv.2020.138337,Freedom Park,Palustrine,Emergent,Semipermanently Flooded,Y,No data,No data,Pumped,Urban,4,Urban,N,Flow through,2016,"US, Florida",31,26.17448289,-81.78940149,seasonally,7,2,4.6,Sediment and veg,NA,NA,,Nutrient retention via sedimentation in a created urban stormwater treatment wetland,8.81,48,4.23,Freedom Park,Freedom Park,1
Gu 2008,"Effects of plant community and phosphorus loading rate on constructed wetland performance in Florida, USA",,STC-Cattail,Palustrine,Emergent,Permanently Flooded,Y,Neutral,No data,Pumped,Runoff,15,Wetland,N,,2002,"USA, south Florida",NA,26.63333328,-80.41663452,weekly,,3,0.2,Water,Constant,Constant,,"Effects of plant community and phosphorus loading rate on constructed wetland performance in Florida, USA",0.57,49,0.28,STC-Cattail,STC-Cattail,3
Gu 2008,"Effects of plant community and phosphorus loading rate on constructed wetland performance in Florida, USA",,STC-PSTA,Palustrine,Emergent,Permanently Flooded,Y,Neutral,No data,Pumped,Runoff,15,Wetland,N,,2002,"USA, south Florida",NA,26.63333328,-80.41663452,weekly,,3,0.2,Water,Constant,Constant,,"Effects of plant community and phosphorus loading rate on constructed wetland performance in Florida, USA",0.57,59,0.34,STC-PSTA,STC-PSTA,3
Gu 2008,"Effects of plant community and phosphorus loading rate on constructed wetland performance in Florida, USA",,STC-SAV,Palustrine,Aquatic Bed,Permanently Flooded,Y,Neutral,No data,Pumped,Runoff,15,Wetland,N,,2002,"USA, south Florida",NA,26.63333328,-80.41663452,weekly,,3,0.2,Water,Constant,Constant,,"Effects of plant community and phosphorus loading rate on constructed wetland performance in Florida, USA",0.57,33,0.19,STC-SAV,STC-SAV,2
Gu 2008,"Effects of plant community and phosphorus loading rate on constructed wetland performance in Florida, USA",10.1672/07-24.1,NTC-Cattail,Palustrine,Emergent,Permanently Flooded,Y,Neutral,No data,Pumped,Runoff,15,Wetland,N,,2002,"USA, south Florida",NA,26.63333328,-80.41663452,weekly,,3,0.2,Water,Constant,Constant,,"Effects of plant community and phosphorus loading rate on constructed wetland performance in Florida, USA",0.96,64,0.61,NTC-Cattail,NTC-Cattail,3
Gu 2008,"Effects of plant community and phosphorus loading rate on constructed wetland performance in Florida, USA",,NTC-SAV,Palustrine,Aquatic Bed,Permanently Flooded,Y,Neutral,No data,Pumped,Runoff,15,Wetland,N,,2002,"USA, south Florida",NA,26.63333328,-80.41663452,weekly,,3,0.2,Water,Constant,Constant,,"Effects of plant community and phosphorus loading rate on constructed wetland performance in Florida, USA",0.96,55,0.53,NTC-SAV,NTC-SAV,2
Gumbritch 1993,NUTRIENT REMOVAL CAPACITY IN SUBMERSED MACROPHYTE POND SYSTEMS IN A TEMPERATE CLIMATE,10.1016/0925-8574(93)90026-C,Snogerod Pond,Palustrine,Aquatic Bed,Permanently Flooded,Y,No data,Mineral,Pumped,Stream/River,NA,Floodplain,N,Flow through,1988,Sweden,,55.85309,13.51804,daily,1,4,1.2,Water,ISCO,ISCO,Collected but don't report flow data,NUTRIENT REMOVAL CAPACITY IN SUBMERSED MACROPHYTE POND SYSTEMS IN A TEMPERATE CLIMATE,NA,62,13.69,Snogerod Pond,Snogerod Pond,2
